,mesa,Departamento,Municipio,Circuito,bue,1 - Movimiento Integracion y Desarrollo (1) 1.Intendente/Vice,1 - Movimiento Integracion y Desarrollo (1) 2.Concejales,2 - Justicialista (2) 1.Intendente/Vice,2 - Justicialista (2) 2.Concejales,3 - Union Civica Radical (3) 1.Intendente/Vice,3 - Union Civica Radical (3) 2.Concejales,4 - Movimiento Siempre Corrientes (4) 1.Intendente/Vice,4 - Movimiento Siempre Corrientes (4) 2.Concejales,5 - Democrata Cristiano (5) 1.Intendente/Vice,5 - Democrata Cristiano (5) 2.Concejales,6 - Es Posible (6) 1.Intendente/Vice,6 - Es Posible (6) 2.Concejales,7 - de la Concertacion Forja (7) 1.Intendente/Vice,7 - de la Concertacion Forja (7) 2.Concejales,8 - Federal (8) 1.Intendente/Vice,8 - Federal (8) 2.Concejales,9 - Democrata Progresista (9) 1.Intendente/Vice,9 - Democrata Progresista (9) 2.Concejales,10 - Renovador Federal (10) 1.Intendente/Vice,10 - Renovador Federal (10) 2.Concejales,11 - Ladrilleros Unidos (CAPITAL) (11) 1.Intendente/Vice,11 - Ladrilleros Unidos (CAPITAL) (11) 2.Concejales,12 - Accion por Corrientes (14) 1.Intendente/Vice,12 - Accion por Corrientes (14) 2.Concejales,13 - Unidos por Corrientes (15) 1.Intendente/Vice,13 - Unidos por Corrientes (15) 2.Concejales,14 - Laborista Autonomo (17) 1.Intendente/Vice,14 - Laborista Autonomo (17) 2.Concejales,15 - ELI - Encuentro Liberal (18) 1.Intendente/Vice,15 - ELI - Encuentro Liberal (18) 2.Concejales,16 - Cambio Popular (19) 1.Intendente/Vice,16 - Cambio Popular (19) 2.Concejales,17 - Union del Centro Democratico (20) 1.Intendente/Vice,17 - Union del Centro Democratico (20) 2.Concejales,18 - Convocatoria Popular (21) 1.Intendente/Vice,18 - Convocatoria Popular (21) 2.Concejales,19 - FE (23) 1.Intendente/Vice,19 - FE (23) 2.Concejales,20 - Union Popular (25) 1.Intendente/Vice,20 - Union Popular (25) 2.Concejales,21 - Conservador Popular (31) 1.Intendente/Vice,21 - Conservador Popular (31) 2.Concejales,22 - Accion Popular de los Trabajadores (34) 1.Intendente/Vice,22 - Accion Popular de los Trabajadores (34) 2.Concejales,23 - Accion por la Republica (44) 1.Intendente/Vice,23 - Accion por la Republica (44) 2.Concejales,24 - Afirmacion para una Republica Igualitaria ARI  (47) 1.Intendente/Vice,24 - Afirmacion para una Republica Igualitaria ARI  (47) 2.Concejales,25 - Partido Socialista (50) 1.Intendente/Vice,25 - Partido Socialista (50) 2.Concejales,26 - Autonomista (52) 1.Intendente/Vice,26 - Autonomista (52) 2.Concejales,27 - de la Victoria (54) 1.Intendente/Vice,27 - de la Victoria (54) 2.Concejales,28 - Proyecto Corrientes (57) 1.Intendente/Vice,28 - Proyecto Corrientes (57) 2.Concejales,29 - PRO - Propuesta Republicana (64) 1.Intendente/Vice,29 - PRO - Propuesta Republicana (64) 2.Concejales,30 - Nueva Dirigencia Corrientes (67) 1.Intendente/Vice,30 - Nueva Dirigencia Corrientes (67) 2.Concejales,31 - Instrumento Electoral por la Unidad Popular (72) 1.Intendente/Vice,31 - Instrumento Electoral por la Unidad Popular (72) 2.Concejales,32 - Nuevo (90) 1.Intendente/Vice,32 - Nuevo (90) 2.Concejales,33 - Popular (169) 1.Intendente/Vice,33 - Popular (169) 2.Concejales,34 - Crecer con Todos (170) 1.Intendente/Vice,34 - Crecer con Todos (170) 2.Concejales,35 - Union Celeste y Blanco (173) 1.Intendente/Vice,35 - Union Celeste y Blanco (173) 2.Concejales,36 - Compromiso Correntino (175) 1.Intendente/Vice,36 - Compromiso Correntino (175) 2.Concejales,37 - KOLINA (192) 1.Intendente/Vice,37 - KOLINA (192) 2.Concejales,VOTOS en Blanco 1.Intendente/Vice,VOTOS en Blanco 2.Concejales,VOTOS Nulos 1.Intendente/Vice,VOTOS Nulos 2.Concejales,VOTOS  Recurridos 1.Intendente/Vice,VOTOS  Recurridos 2.Concejales,VOTOS de Identidad Impugnada 1.Intendente/Vice,VOTOS de Identidad Impugnada 2.Concejales,Total Votos Válidos 1.Intendente/Vice,Total Votos Válidos 2.Concejales,Votos Generales 1.Intendente/Vice,Votos Generales 2.Concejales,Frente Para la Victoria (201) 1.Alianzas Intendente/Vice,Encuentro por Corrientes-ECO+Cambiemos (203) 1.Alianzas Intendente/Vice,Haciendo Corrientes (205) 1.Alianzas Intendente/Vice,Ciudadanos Comprometidos (200) 2.Alianzas Concejales,Frente Para la Victoria (201) 2.Alianzas Concejales,Encuentro por Corrientes-ECO+Cambiemos (204) 2.Alianzas Concejales,Haciendo Corrientes (205) 2.Alianzas Concejales,voto_cruzado,voto_cruzado_revisado
52,53,241 -- CAPITAL,1 -- CAPITAL,2 -- CAPITAL,0,5,4,19,18,23,21,4,4,4,4,2,1,3,2,0,0,7,6,4,5,5,5,2,2,2,2,1,1,11,9,4,5,8,8,2,3,2,2,6,5,0,/////,10,10,1,1,5,5,0,1,5,5,15,14,10,9,11,12,3,4,0,1,21,18,8,8,14,11,10,10,6,6,2,2,2,10,8,9,3,3,0,/////,235,224,248,246,4,125,106,17,5,85,98,12.5,6.5
53,54,241 -- CAPITAL,1 -- CAPITAL,2 -- CAPITAL,0,26,22,38,33,60,56,1,1,6,6,10,10,1,1,2,2,8,8,2,2,3,3,5,5,2,2,0,0,12,12,3,3,5,5,9,10,3,3,1,2,2,/////,2,1,3,3,4,4,0,2,10,10,2,2,0,0,2,2,1,1,0,3,2,2,4,5,1,0,2,2,2,4,1,2,1,8,12,11,0,0,0,/////,235,229,248,248,10,135,90,6,12,94,80,14.0,7.0
54,55,241 -- CAPITAL,1 -- CAPITAL,2 -- CAPITAL,0,21,19,38,38,46,40,12,12,12,11,8,8,7,7,8,7,3,4,2,1,4,3,5,5,4,5,8,9,14,14,0,0,1,1,1,0,2,2,3,4,1,/////,2,3,5,6,3,3,0,3,1,1,1,1,1,2,1,1,1,1,0,3,2,1,17,17,5,4,1,1,1,1,4,4,1,0,7,0,2,0,0,/////,245,242,255,242,5,135,105,9,4,85,98,14.5,6.5
55,56,241 -- CAPITAL,1 -- CAPITAL,2 -- CAPITAL,0,0,0,29,25,61,44,5,5,9,9,4,4,5,5,0,0,2,2,5,4,0,0,2,2,5,5,1,4,28,27,3,3,18,17,0,0,0,0,3,4,0,/////,6,7,0,0,5,6,0,1,4,6,12,12,4,5,2,2,1,1,0,13,5,3,10,11,16,16,3,3,0,1,4,4,4,5,10,10,4,2,0,/////,252,251,270,268,4,141,107,11,4,110,99,25.5,7.5
56,57,241 -- CAPITAL,1 -- CAPITAL,2 -- CAPITAL,0,24,24,23,23,51,40,11,9,3,3,1,1,2,3,2,2,5,5,2,2,3,2,11,11,0,0,5,5,6,7,1,1,1,1,0,0,11,11,5,4,1,/////,0,1,1,1,4,5,0,5,9,10,4,4,11,10,6,6,3,3,0,4,3,3,10,10,18,16,2,2,1,2,9,9,7,11,14,0,0,0,0,/////,249,245,270,256,9,145,95,16,9,93,91,17.0,2.0
57,58,241 -- CAPITAL,1 -- CAPITAL,2 -- CAPITAL,0,3,3,46,41,25,14,4,3,7,6,1,1,10,10,4,4,1,1,7,8,0,0,2,2,2,2,4,5,3,3,1,2,23,21,0,1,4,5,5,5,3,/////,9,7,5,5,1,3,0,3,4,6,5,4,3,3,11,11,8,9,0,5,6,7,15,16,2,2,10,11,2,4,8,10,1,1,9,9,1,1,0,/////,244,243,255,254,8,122,114,17,11,78,107,25.5,6.5
58,59,241 -- CAPITAL,1 -- CAPITAL,2 -- CAPITAL,0,9,8,34,32,35,31,1,1,7,7,5,5,15,14,2,2,0,0,12,11,12,12,5,5,1,1,1,1,17,17,0,0,8,7,5,5,3,3,4,4,1,/////,4,4,2,3,7,8,0,1,1,2,7,6,3,3,4,4,2,2,0,0,4,4,9,9,11,11,9,9,2,3,5,6,3,10,11,0,2,0,0,/////,247,241,263,251,10,117,120,11,11,86,113,9.0,4.0
59,60,241 -- CAPITAL,1 -- CAPITAL,2 -- CAPITAL,0,0,0,32,27,17,0,2,2,0,0,1,2,1,1,0,0,2,2,2,2,3,3,1,1,0,0,5,5,12,11,6,6,0,0,21,21,1,1,1,2,5,/////,8,9,2,2,5,5,0,2,5,5,21,20,3,4,9,9,6,6,0,17,11,11,11,11,28,27,24,23,22,20,2,2,6,0,7,0,2,0,0,/////,269,259,284,259,23,140,106,12,23,74,99,28.0,5.0
60,61,241 -- CAPITAL,1 -- CAPITAL,2 -- CAPITAL,0,5,5,48,46,36,31,0,0,3,3,0,0,6,5,8,8,6,6,14,11,8,7,7,8,4,5,7,2,16,17,1,2,7,6,4,4,1,1,10,10,3,/////,3,3,3,3,7,7,0,0,2,5,3,3,1,1,1,1,1,1,0,1,4,4,2,2,8,8,3,3,0,0,2,2,3,12,9,8,0,0,0,/////,234,221,246,241,6,121,107,14,6,73,100,14.5,6.5
61,62,241 -- CAPITAL,1 -- CAPITAL,2 -- CAPITAL,0,13,12,14,13,31,32,6,5,17,16,0,0,9,7,0,0,1,1,5,6,0,0,2,2,3,2,0,1,4,4,2,2,2,2,4,4,0,1,1,1,1,/////,1,1,1,1,1,2,0,1,3,3,4,4,1,0,2,2,0,0,0,0,1,1,2,2,0,0,0,0,0,0,1,1,1,4,2,2,0,0,0,/////,132,129,135,135,5,54,73,3,5,47,68,7.5,3.5
62,63,241 -- CAPITAL,1 -- CAPITAL,2 -- CAPITAL,0,1,1,13,12,16,15,10,10,15,15,0,0,1,1,1,1,1,1,2,2,0,0,0,0,3,3,2,2,8,8,1,1,1,1,0,0,3,3,4,4,2,/////,1,1,1,1,5,5,0,1,3,3,5,5,1,1,2,2,3,3,0,0,3,3,2,2,4,4,4,4,1,1,3,4,4,4,4,4,1,4,1,/////,122,120,132,133,3,63,56,8,4,46,55,3.0,2.0
63,64,241 -- CAPITAL,1 -- CAPITAL,2A -- CAPITAL,0,4,4,38,36,30,22,3,3,12,12,4,4,5,5,0,0,0,0,3,3,11,11,5,4,2,2,2,2,6,6,7,6,12,12,2,2,2,2,11,12,4,/////,11,11,3,3,1,1,0,3,4,4,16,17,6,7,5,5,1,1,0,5,5,5,9,10,18,18,7,7,5,5,2,2,5,9,14,14,0,0,0,/////,256,252,275,275,4,118,134,25,4,65,132,14.0,2.0
64,65,241 -- CAPITAL,1 -- CAPITAL,2A -- CAPITAL,0,21,21,32,31,31,29,18,17,5,5,15,15,8,9,3,3,0,0,5,6,10,10,3,2,1,2,3,3,6,6,3,2,6,7,8,7,10,10,5,5,2,/////,9,9,4,3,1,1,0,0,5,5,6,6,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,/////,229,223,244,223,8,107,114,24,7,52,114,7.0,3.0
65,66,241 -- CAPITAL,1 -- CAPITAL,2A -- CAPITAL,0,2,2,20,20,22,16,4,4,1,1,0,0,2,2,0,0,1,2,13,13,15,15,2,3,4,4,3,3,2,2,0,0,9,9,1,1,11,11,10,10,1,/////,2,2,1,1,5,5,0,0,5,5,9,7,23,12,4,3,15,15,0,7,17,17,9,9,30,30,3,3,1,1,2,2,7,9,23,21,0,0,0,/////,249,237,279,267,3,124,122,23,3,74,120,15.0,6.0
66,67,241 -- CAPITAL,1 -- CAPITAL,2A -- CAPITAL,0,4,3,27,24,31,26,5,4,6,6,0,0,8,8,1,1,1,1,3,3,4,4,3,3,2,2,3,3,7,7,16,16,20,19,5,6,13,12,12,13,8,/////,16,17,5,6,4,4,0,1,0,2,5,5,1,1,2,2,0,0,0,4,4,4,1,1,12,11,8,8,2,2,3,7,9,17,9,6,0,0,1,/////,242,236,261,260,8,120,114,42,13,53,107,18.0,8.0
67,68,241 -- CAPITAL,1 -- CAPITAL,2A -- CAPITAL,0,1,1,18,18,31,20,2,2,6,6,5,5,10,9,0,0,2,2,8,8,7,7,8,8,7,7,3,3,8,8,1,1,42,43,1,1,8,8,3,2,3,/////,2,2,6,6,17,16,0,5,3,3,7,7,0,0,7,7,7,7,0,6,4,5,8,8,15,14,8,8,4,4,0,0,4,7,6,6,2,2,0,/////,262,257,274,272,1,140,121,12,1,84,121,15.5,2.5
68,69,241 -- CAPITAL,1 -- CAPITAL,2A -- CAPITAL,0,6,6,44,43,48,45,16,14,12,12,6,6,16,14,3,3,2,2,8,8,4,4,4,4,1,1,1,1,15,15,10,8,7,7,4,4,2,1,8,10,0,/////,7,7,1,1,2,2,0,0,0,0,9,10,2,2,4,3,2,2,0,2,3,3,6,6,13,13,2,2,5,5,6,6,4,11,5,5,0,0,0,/////,279,272,288,288,10,121,148,18,10,78,142,8.5,3.5
69,70,241 -- CAPITAL,1 -- CAPITAL,2A -- CAPITAL,0,4,4,34,31,15,15,8,8,3,3,1,1,4,4,5,5,2,2,7,7,16,16,5,6,3,3,5,6,10,10,11,11,14,14,5,4,7,7,6,6,2,/////,7,7,1,1,9,9,0,0,2,3,16,16,2,2,3,3,1,1,0,1,6,6,2,2,12,12,4,4,2,2,4,4,3,6,7,3,3,0,0,/////,238,236,251,245,9,94,135,20,8,52,132,5.0,3.0
70,71,241 -- CAPITAL,1 -- CAPITAL,2A -- CAPITAL,0,3,3,52,50,53,39,11,11,4,4,3,3,0,0,6,6,0,0,3,3,8,8,0,0,3,3,4,5,11,11,4,3,8,8,0,0,0,0,4,4,3,/////,0,0,2,2,3,3,0,5,1,2,14,13,0,0,1,1,5,5,0,6,5,5,0,0,16,16,2,2,0,0,3,4,4,4,9,9,0,0,0,/////,232,225,245,238,3,101,128,4,4,66,124,17.5,4.5
71,72,241 -- CAPITAL,1 -- CAPITAL,2A -- CAPITAL,0,5,5,35,35,51,41,4,4,14,14,2,2,4,3,3,3,1,1,5,4,10,10,2,3,3,3,3,2,16,16,7,7,10,10,4,3,1,1,3,3,1,/////,3,3,2,2,12,12,0,2,7,8,11,11,1,1,1,1,1,1,0,5,6,6,3,3,4,4,5,5,1,1,1,1,3,7,12,0,0,0,0,/////,242,236,257,243,5,122,115,7,4,91,113,12.0,3.0
72,73,241 -- CAPITAL,1 -- CAPITAL,2A -- CAPITAL,0,22,22,31,30,46,42,14,14,10,9,2,2,7,7,2,2,2,2,9,8,13,13,3,3,1,2,2,2,2,2,5,5,8,7,6,8,1,1,4,4,1,/////,4,4,2,2,7,7,0,3,2,2,7,7,3,3,4,4,3,3,0,0,12,12,5,5,3,3,15,14,1,2,2,2,2,6,9,8,2,2,0,/////,261,258,274,274,8,112,141,9,10,84,137,8.5,3.5
73,74,241 -- CAPITAL,1 -- CAPITAL,2A -- CAPITAL,0,15,14,28,27,45,40,10,10,17,16,0,0,3,3,2,2,0,0,0,0,6,6,4,4,0,0,11,11,17,17,0,0,3,3,4,6,3,3,4,4,0,/////,4,4,5,4,5,5,0,4,1,2,14,14,1,1,6,7,10,10,0,5,9,11,8,8,4,4,2,2,0,0,1,1,0,0,0,0,0,0,0,/////,242,248,242,248,5,128,109,11,7,92,108,12.0,4.0
74,75,241 -- CAPITAL,1 -- CAPITAL,2A -- CAPITAL,0,4,4,28,27,26,25,1,1,10,10,6,6,4,3,10,9,7,7,11,11,10,8,11,11,3,3,5,5,13,13,8,7,8,8,2,3,2,2,3,3,0,/////,3,4,6,7,6,6,0,0,6,6,8,8,4,4,3,3,5,5,0,0,3,4,2,2,6,6,15,15,3,3,2,2,4,7,6,6,1,1,0,/////,244,241,255,255,4,139,101,9,5,82,97,5.5,2.5
75,76,241 -- CAPITAL,1 -- CAPITAL,2A -- CAPITAL,0,4,4,47,45,31,29,5,5,2,2,0,0,9,9,1,1,3,4,2,2,16,15,11,12,2,2,0,0,8,8,3,3,7,8,1,1,4,4,2,2,4,/////,2,3,3,3,2,2,0,2,3,3,9,9,6,7,4,4,6,6,0,2,12,12,12,12,17,15,19,18,7,7,5,7,2,2,12,12,0,0,0,/////,269,268,283,282,6,130,133,9,8,91,129,11.5,3.5
76,77,241 -- CAPITAL,1 -- CAPITAL,2A -- CAPITAL,0,16,16,45,43,46,37,26,26,10,10,2,2,10,10,7,7,2,2,1,1,12,12,10,10,2,2,0,0,4,4,6,6,3,3,2,2,4,4,9,11,1,/////,2,2,2,2,6,6,0,7,0,0,4,4,0,0,3,2,2,2,0,0,5,5,4,5,2,2,2,3,1,1,5,5,6,6,10,10,1,1,0,/////,256,254,273,271,7,109,140,17,7,61,138,12.0,1.0
77,78,241 -- CAPITAL,1 -- CAPITAL,2A -- CAPITAL,0,4,4,41,42,20,20,6,6,7,6,13,13,5,5,2,2,2,2,8,8,21,20,4,4,7,7,2,2,12,12,5,5,3,3,6,6,11,11,2,2,0,/////,4,4,4,4,0,0,0,2,7,7,6,6,0,0,1,1,1,1,0,4,6,7,6,7,16,16,3,3,1,1,2,2,2,2,21,20,0,0,0,/////,238,245,261,267,8,102,128,17,8,58,128,5.5,3.5
78,79,241 -- CAPITAL,1 -- CAPITAL,2A -- CAPITAL,0,3,3,29,27,39,34,14,13,24,22,2,2,10,10,3,3,2,2,9,8,6,6,0,0,3,3,8,8,5,5,4,4,15,13,7,7,6,6,3,4,1,/////,6,8,2,1,4,4,0,4,2,2,7,7,1,1,2,2,3,3,0,4,4,4,3,3,16,13,2,2,0,0,2,4,6,11,6,6,0,0,0,/////,247,242,259,259,9,97,141,18,11,59,130,15.5,8.5
79,80,241 -- CAPITAL,1 -- CAPITAL,2A -- CAPITAL,0,1,1,40,39,35,21,5,5,2,2,2,2,4,4,0,0,1,1,6,7,5,5,1,1,3,3,3,4,5,4,8,7,16,16,1,1,4,4,3,4,0,/////,6,5,6,6,8,8,0,2,3,3,14,14,14,14,3,3,4,4,0,10,20,18,4,4,13,13,14,13,9,9,5,5,8,2,9,0,2,0,0,/////,268,262,287,264,6,128,134,13,6,77,131,18.0,3.0
80,81,241 -- CAPITAL,1 -- CAPITAL,2A -- CAPITAL,0,4,3,33,32,23,20,2,2,9,9,1,2,3,3,0,0,3,3,10,10,17,18,6,6,1,1,1,4,12,11,1,1,4,4,2,1,2,2,4,4,1,/////,12,13,3,3,9,8,0,2,12,12,21,19,13,12,0,0,9,8,0,0,8,6,6,6,17,17,2,2,2,2,9,9,5,5,5,12,0,0,0,/////,262,255,272,272,11,122,129,19,10,80,124,11.5,3.5
81,82,241 -- CAPITAL,1 -- CAPITAL,2A -- CAPITAL,0,6,5,34,34,34,31,4,4,6,6,4,4,7,7,1,1,1,1,6,6,9,9,5,5,0,0,4,4,8,8,9,9,4,4,6,6,7,7,4,4,3,/////,7,8,11,11,11,11,0,3,3,2,9,9,1,1,4,5,5,4,0,0,4,5,5,5,18,18,1,1,2,1,6,6,3,0,8,0,1,0,0,/////,249,245,261,245,12,121,116,19,12,68,116,8.0,2.0
82,83,241 -- CAPITAL,1 -- CAPITAL,2A -- CAPITAL,0,4,3,30,30,28,29,3,3,7,7,1,1,3,3,0,1,0,0,4,4,27,25,1,1,0,0,3,3,1,1,6,6,7,7,1,1,1,1,0,0,0,/////,1,1,6,6,17,17,0,0,4,4,31,31,8,8,8,8,4,4,0,0,11,11,5,5,15,13,3,3,7,7,7,8,2,4,12,12,0,0,0,/////,254,252,268,268,8,98,148,2,9,79,143,4.0,4.0
83,84,241 -- CAPITAL,1 -- CAPITAL,2A -- CAPITAL,0,2,2,20,19,30,29,0,0,3,3,0,0,4,4,2,2,4,4,10,10,8,8,1,1,2,2,0,0,3,3,8,8,11,11,4,4,2,2,7,7,0,/////,8,8,4,4,16,16,0,1,15,15,8,7,1,1,4,4,2,1,0,1,9,8,3,3,34,33,12,12,3,3,6,7,7,3,13,13,0,0,0,/////,246,243,266,259,10,119,117,17,11,86,113,4.5,2.5
84,85,241 -- CAPITAL,1 -- CAPITAL,2A -- CAPITAL,0,0,0,37,37,33,29,4,4,7,6,1,1,7,7,2,3,0,0,4,4,9,9,0,0,1,1,3,3,6,6,6,5,9,9,2,2,8,8,6,6,2,/////,5,5,1,1,5,5,0,2,5,5,5,5,0,0,4,4,1,1,0,2,7,8,9,10,43,42,11,10,8,7,7,7,3,6,10,11,0,0,0,/////,258,254,271,271,9,111,138,19,9,71,136,9.0,2.0
85,86,241 -- CAPITAL,1 -- CAPITAL,2A -- CAPITAL,0,8,7,35,32,29,20,4,4,5,2,3,3,13,12,2,2,7,7,5,5,13,13,4,4,0,1,0,2,2,2,17,17,3,3,5,4,19,19,0,0,1,/////,2,2,7,7,6,6,0,5,4,6,6,6,4,4,4,4,4,4,0,2,13,12,4,4,16,15,4,4,5,5,8,8,3,0,6,0,0,0,0,/////,262,253,271,253,13,111,138,21,12,55,128,16.5,6.5
86,87,241 -- CAPITAL,1 -- CAPITAL,2A -- CAPITAL,0,6,7,36,35,31,22,2,2,1,1,1,1,4,4,3,3,0,0,4,4,6,6,5,6,6,6,0,0,9,9,3,1,19,18,5,4,3,3,2,2,0,/////,10,9,2,1,13,13,0,4,5,6,18,17,5,5,0,0,1,0,0,4,3,4,10,10,22,22,21,21,3,3,6,8,5,5,10,10,0,0,0,/////,265,261,280,276,11,130,124,14,12,92,121,16.0,3.0
87,88,241 -- CAPITAL,1 -- CAPITAL,2A -- CAPITAL,0,12,12,29,29,31,18,4,5,5,5,2,2,1,0,0,0,2,3,10,10,5,4,1,1,2,3,1,1,6,6,13,12,11,11,1,1,1,1,3,3,1,/////,2,2,13,13,13,13,0,5,3,5,8,8,1,1,3,3,2,2,0,8,17,18,7,7,13,12,3,3,5,4,5,3,6,10,9,10,0,0,0,/////,236,234,251,254,6,102,128,6,4,61,126,20.0,3.0
88,89,241 -- CAPITAL,1 -- CAPITAL,2A -- CAPITAL,0,5,5,21,21,23,19,1,1,9,9,0,0,5,5,4,4,1,1,4,4,4,4,5,6,0,0,1,1,24,24,4,4,9,8,0,0,7,7,17,17,1,/////,3,3,3,3,5,6,0,3,2,2,13,13,0,0,6,6,7,7,0,1,13,13,23,23,29,28,8,8,4,4,4,5,2,2,8,8,0,0,0,/////,265,265,275,275,4,144,117,27,5,95,115,7.0,2.0
89,90,241 -- CAPITAL,1 -- CAPITAL,2A -- CAPITAL,0,3,3,30,29,24,23,2,2,2,2,2,2,3,2,1,1,1,1,3,3,14,14,2,2,2,2,3,3,7,7,6,6,11,11,0,0,7,8,6,6,2,/////,3,3,1,1,5,5,0,2,1,2,11,11,0,0,1,1,7,6,0,2,20,19,5,6,18,18,25,24,6,6,5,6,6,6,9,0,0,0,0,/////,239,239,254,245,5,111,123,17,6,76,120,8.0,3.0
90,91,241 -- CAPITAL,1 -- CAPITAL,2A -- CAPITAL,0,5,5,44,44,14,15,5,6,4,4,0,0,4,4,2,2,0,0,7,7,4,4,1,1,2,2,3,3,8,9,5,5,5,5,6,4,0,0,3,3,3,/////,6,6,7,7,5,6,0,0,2,2,20,17,0,0,2,2,4,4,0,0,6,6,7,6,36,36,16,16,5,5,6,6,1,1,2,2,4,4,0,/////,247,242,254,249,12,90,145,9,10,62,143,6.5,2.5
91,92,241 -- CAPITAL,1 -- CAPITAL,2A -- CAPITAL,0,5,5,36,35,36,29,1,1,2,2,2,2,7,5,4,4,1,1,8,8,10,10,2,2,1,1,0,0,5,5,0,0,5,4,3,3,5,5,3,4,2,/////,9,9,3,3,15,15,0,5,6,7,33,30,2,2,2,2,0,0,0,1,5,5,4,4,20,18,6,6,5,5,2,2,3,13,12,12,6,6,0,/////,250,240,271,271,5,113,132,18,5,71,123,13.0,5.0
92,93,241 -- CAPITAL,1 -- CAPITAL,2A -- CAPITAL,0,4,4,24,24,38,34,4,4,1,1,0,0,5,5,3,3,7,7,8,8,7,7,5,4,3,3,1,1,3,3,8,9,10,11,4,3,3,3,1,1,3,/////,12,13,6,8,13,12,0,1,2,2,8,8,0,0,0,0,3,3,0,1,13,13,16,15,28,26,11,11,6,6,6,6,3,3,8,8,1,0,0,/////,266,260,278,271,10,136,120,17,9,83,120,10.0,3.0
93,94,241 -- CAPITAL,1 -- CAPITAL,2A -- CAPITAL,0,17,16,33,32,39,37,4,4,22,21,10,10,16,16,5,5,6,6,5,4,11,10,4,4,2,2,2,2,8,8,1,1,11,11,4,5,4,4,4,4,1,/////,3,3,1,1,5,4,0,0,8,8,14,14,0,0,1,0,4,4,0,2,12,14,7,7,3,3,4,4,2,2,4,4,0,0,8,6,1,1,0,/////,277,272,286,279,8,120,149,11,9,74,146,7.5,3.5
94,95,241 -- CAPITAL,1 -- CAPITAL,2A -- CAPITAL,0,14,12,34,31,25,21,6,6,4,4,1,1,3,3,0,0,0,0,3,3,10,10,5,5,3,3,4,4,2,2,8,6,4,4,1,1,2,3,2,2,1,/////,0,0,9,10,9,9,0,2,7,8,34,33,0,0,8,8,10,10,0,4,8,8,8,7,13,11,11,12,2,2,7,7,2,8,4,5,3,2,0,/////,258,252,267,267,8,109,141,5,8,80,131,13.0,7.0
95,96,241 -- CAPITAL,1 -- CAPITAL,2A -- CAPITAL,0,4,4,23,23,23,21,2,2,18,18,2,2,7,7,2,2,3,3,6,6,10,10,2,2,4,5,0,0,1,1,3,3,20,20,9,9,7,7,4,5,0,/////,2,2,3,3,1,1,0,0,6,7,19,18,0,0,7,7,15,15,0,3,17,16,24,24,21,20,4,4,2,2,0,0,3,0,11,0,0,0,0,/////,271,272,285,272,9,112,150,14,9,85,147,5.5,3.5
96,97,241 -- CAPITAL,1 -- CAPITAL,2A -- CAPITAL,0,7,7,35,35,35,28,38,36,18,18,13,13,13,13,3,3,1,1,1,1,7,7,0,0,2,2,7,7,6,7,1,1,0,0,2,3,4,4,2,2,0,/////,4,4,4,4,4,4,0,0,2,2,4,3,2,2,0,0,0,0,0,4,12,12,2,3,4,4,6,6,0,0,0,0,9,9,8,8,1,1,0,/////,239,236,257,254,2,97,140,10,3,54,137,8.5,2.5
97,98,241 -- CAPITAL,1 -- CAPITAL,2A -- CAPITAL,0,3,3,29,27,40,38,28,27,18,18,4,4,2,2,8,9,5,5,13,13,1,1,5,5,3,3,4,4,10,10,5,5,11,10,5,5,4,4,17,17,1,/////,4,4,1,2,3,3,0,1,4,4,0,0,1,1,2,2,1,1,0,0,10,11,2,2,6,3,6,5,3,3,5,6,2,2,4,4,0,0,0,/////,264,258,270,264,10,128,126,25,11,69,120,8.0,4.0
98,99,241 -- CAPITAL,1 -- CAPITAL,2A -- CAPITAL,0,11,10,30,30,37,34,4,4,8,8,3,3,38,38,16,16,10,9,3,3,8,7,7,6,2,2,2,2,1,1,7,8,2,2,3,3,3,3,3,3,0,/////,0,0,8,7,5,5,0,0,5,5,4,4,9,10,4,4,2,1,0,3,3,3,6,6,3,3,3,3,1,1,6,7,1,0,8,0,1,0,0,/////,257,254,267,254,9,127,121,6,10,71,120,7.5,2.5
99,100,241 -- CAPITAL,1 -- CAPITAL,2A -- CAPITAL,0,5,5,25,24,23,22,14,14,1,1,1,1,7,7,4,4,2,2,21,19,3,3,3,2,0,0,0,0,16,17,2,2,10,10,5,5,3,3,5,6,0,/////,4,4,1,1,2,2,0,5,8,8,8,7,1,1,3,3,3,3,0,1,7,7,15,16,25,24,2,2,4,5,7,7,2,0,2,0,4,0,0,/////,240,243,248,243,12,100,128,13,12,74,123,8.5,6.5
100,101,241 -- CAPITAL,1 -- CAPITAL,2A -- CAPITAL,0,4,4,33,33,85,35,17,17,4,4,0,0,5,5,1,0,0,0,13,13,13,12,8,8,1,1,2,2,14,13,1,1,2,2,3,3,3,4,3,3,0,/////,0,0,1,1,0,0,0,5,1,1,2,2,0,0,0,0,2,2,0,42,0,0,9,9,10,10,6,6,0,0,4,4,1,1,11,11,0,0,0,/////,247,242,259,254,7,136,104,7,7,67,103,50.5,2.5
